filepath,processed_filepath,split,label,class_index,width,height,mode,image_format,file_size_bytes,raw_sha256,processed_sha256,status,note
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1367.jpg,data/processed/train/smoke/smoke_train_1367.jpg,train,smoke,2,283,178,RGB,JPEG,6204,e5c701e5940fe1d3292f534e374c628bcbb6975a48d757afbd0bb97080638b4c,dab8330ea458cba0c8c395421ae1bc8fb2a1979876707a5d217d3a56097c6de2,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1368.jpg,data/processed/train/smoke/smoke_train_1368.jpg,train,smoke,2,315,160,RGB,JPEG,9336,5149931178b29669f5b084a2cea655a624ae613a80ebfe507aa741bfead7a089,c5d1f0d26b9a321e3d3d02906cb76489cedc5ed4904547eaf02d0f15e3cf0888,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1369.jpg,data/processed/train/smoke/smoke_train_1369.jpg,train,smoke,2,300,168,RGB,JPEG,6552,ab839fe9ca8f2a8c0c5c4da591041881b8631d4a8ce6f83658f3b96094841347,7a4a11318fd5dd37aecddddeb5da300251e7004e94fc5a9011aa0cf9f407f672,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1370.jpg,data/processed/train/smoke/smoke_train_1370.jpg,train,smoke,2,273,184,RGB,JPEG,5275,4f1bb0a25f705109292ce26c8e8d4533d19402dca2926233e8f3dc920c18fc03,abbf35ea41b5cbbc107a7193ad6a2fe936c88d593b00e7d07496637f94514f12,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1371.jpg,data/processed/train/smoke/smoke_train_1371.jpg,train,smoke,2,259,194,RGB,JPEG,9272,094dd7227145aeef7583fe29e52defa0847649c34ce509d5a600f73ec934f802,adf9afa85ab149f85d4bd33e76d7f2d41a8d44fe1aba92d65bec4b2cc94150a8,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1372.jpg,data/processed/train/smoke/smoke_train_1372.jpg,train,smoke,2,275,183,RGB,JPEG,6924,e3890450274c6b4dfd28b309ff6f70d1190e86810cdae16fd652f4f98250bb73,9bab02cbd7e57258fc1d9f4f4843cf2198ccd952e8fda3aa4a94397bd81eba97,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1373.jpg,data/processed/train/smoke/smoke_train_1373.jpg,train,smoke,2,275,183,RGB,JPEG,7037,fd57e891da71ce85972309a76db7ba42a70a71ebde1e55edf1f5f4e3978d9a22,e320d63ed0d62f09fa6d3eaca73b63a90ce0100f27f31f58b4556b8d7394cfb2,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1374.jpg,data/processed/train/smoke/smoke_train_1374.jpg,train,smoke,2,1360,765,RGB,JPEG,72592,3bbf1c269ee73df43411c8846508c35f53e7d8697323ab3ff16098306f946291,ea653b1bb8086408260dafd7b65c71b65457cb687f92a1eaa52ffb97b5d91060,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1375.jpg,data/processed/train/smoke/smoke_train_1375.jpg,train,smoke,2,1200,1200,RGB,JPEG,111585,ab01f7f1b59aa8d8478e4808e32f3a2bd613ba4589721df4247dff4c3fbe16dc,60b9430dced961f19dd03a0e0874759bad22468ce6abad4ae2224f3d0f0b5129,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1376.jpg,data/processed/train/smoke/smoke_train_1376.jpg,train,smoke,2,2880,1620,RGB,JPEG,204941,b71dfea20a3db4423bfa6535e7777642d5c0b4f6f1216e926c72c60e6d3a53b9,fbb176c8bca7dd4f66ca88dfe217d41d06eda3109fd1b81f93a2a699cb05982e,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1377.jpg,data/processed/train/smoke/smoke_train_1377.jpg,train,smoke,2,860,747,RGB,JPEG,64115,ead45d36257627d90dd3b287671af49f73b9ce3b71f5e7f85ad4dbc1c3021bff,93d4b432b67111fce78f2073a50bbb055244dd402d239bbceb426982511414d5,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1378.jpg,data/processed/train/smoke/smoke_train_1378.jpg,train,smoke,2,299,168,RGB,JPEG,8572,c76f07f8622b142775cc60819d05d0bbf83ca7a1c09a5062364ae6fa6933d4c0,5a701d3c2b4720518a2b32a18ef65fa04e848155f0d8e17adc36986cd678f190,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1379.jpg,data/processed/train/smoke/smoke_train_1379.jpg,train,smoke,2,1440,1080,RGB,JPEG,123808,5abc432afc8c75066c271feb00102e1648a92fde20efac575c88cca34057ee76,2115411740fc22c3eacb831aefb86a2e63db3aba527d854e2cc4131d6242cb07,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1380.jpg,data/processed/train/smoke/smoke_train_1380.jpg,train,smoke,2,800,532,RGB,JPEG,90070,b5c3b59a694ffc63a963f584290d942b908f2c58db0210df6ada3726c89dab0a,6b8d44d9a0a68ae0d14b0979fb1f480fca3f3d09ed90d4ebccef5fdae8154c5e,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1381.jpg,data/processed/train/smoke/smoke_train_1381.jpg,train,smoke,2,275,183,RGB,JPEG,5224,507b48709272e2d2ea95d2fbe65968e210aae9fa81d4f38fcc87b26a338f6cb9,d50fb52435d76d19b66dfbcd490b93499c20c2b578c51c7a86de110f4c8e8fd7,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1382.jpg,data/processed/train/smoke/smoke_train_1382.jpg,train,smoke,2,448,112,RGB,JPEG,7016,dc0420f9df2a451c6f6c030aafe45f3793f7a52f92495bb4599f996701739850,0f1571316642e296b9f879478773dd81a22b3d5f71ff4bb56ce0a15f898b2791,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1383.jpg,data/processed/train/smoke/smoke_train_1383.jpg,train,smoke,2,300,168,RGB,JPEG,5668,e9b9b668a68bb2468269ae0f1a9f57319e17f08eb756966fb922083585d31257,9df6189b35f47002d23633b7c6bfa97739708211ce4e2470826c7c7032a3fe08,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1384.jpg,data/processed/train/smoke/smoke_train_1384.jpg,train,smoke,2,259,194,RGB,JPEG,6062,21afda9d65aaf7d4575aabee5c3a16105123d5f0f5a80d4b57098e20e0e30a44,729bc79481446939b824ff2e2f3a978531ac1d7d81d013c156705dfc9354bc24,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1385.jpg,data/processed/train/smoke/smoke_train_1385.jpg,train,smoke,2,3840,2400,RGB,JPEG,940663,85ee948ec7e78a4e50908b5e81bd7d2593e3320d10ad207ba818ea19657462cc,8d2a532e07f4e27e9724ea931f71e13ad12a7f53218f9d3f1ca973b5a03c2b57,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1386.jpg,data/processed/train/smoke/smoke_train_1386.jpg,train,smoke,2,660,373,RGB,JPEG,26338,236c75a40313679f16ddd54102c7ce9200936743e9a39e1e9f49c9ebc567f176,a1f20c40508957896c9dc07aa869c8eaaf159a91496a7d2292aa72ea04d09abf,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1387.jpg,data/processed/train/smoke/smoke_train_1387.jpg,train,smoke,2,612,459,RGB,JPEG,51819,5e08c91760c5c153f983bc835d319963f99064628a414e728ecd9c326083ec2f,7df2e6cf177e22e25b44b9d1ceb88e23bed48278db2edc8398b3ce55b1195d39,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1388.jpg,data/processed/train/smoke/smoke_train_1388.jpg,train,smoke,2,299,168,RGB,JPEG,6573,0c69b261de446fe29d12b7c2200fc8ced270b1611a08bae1e757f957d82eb6e1,b81565147567d3baf9eaf6b50edfe610fea1a6fce66fd66f7197cf617b7bb0b7,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1389.jpg,data/processed/train/smoke/smoke_train_1389.jpg,train,smoke,2,2880,1620,RGB,JPEG,268686,c3ab7f18de79ff11f11330abe17878739b0380060130431383d167969bb9c41e,caf92cec19e09e32774c80824a3e5e4af82b707d33ffac5013599450646f6aae,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1390.jpg,data/processed/train/smoke/smoke_train_1390.jpg,train,smoke,2,268,188,RGB,JPEG,9184,15bd25ef8f9058d531615c15af2f66fbcda22816dd7e578084aafe69fb4438f6,54836f42c47e745495d87de59cb2e2a12eb7cabe4af89a901db0fc837c08ec51,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1391.jpg,data/processed/train/smoke/smoke_train_1391.jpg,train,smoke,2,249,202,RGB,JPEG,5076,4bd7104d0e4f89b6e7a88155c066d7722f63839d953b70cbe5736906d031a7de,7b49789166920e436367907794a7b079e839176362585d0c2d4c86ce3caec339,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1392.jpg,data/processed/train/smoke/smoke_train_1392.jpg,train,smoke,2,259,194,RGB,JPEG,8238,a0f4a3fee51dee22538e30826b76f9f4d8d95b67d083d582c818c9085cc7420a,d16a681ec1c399630da04a2232d413796610514772872f99765d64ce4b10e63b,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1393.jpg,data/processed/train/smoke/smoke_train_1393.jpg,train,smoke,2,275,183,RGB,JPEG,7100,3dd19ce892acfc0eb4bebb4a526177968a3a53c672d6c1a7969488d92b1104b2,53d82f4aa444aec11cb67010dc9a948a4ae58fd8f51cdb480442a657cc9c0429,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1394.jpg,data/processed/train/smoke/smoke_train_1394.jpg,train,smoke,2,182,277,RGB,JPEG,6241,b5e160b419284ffbe984c7c5a0d222c1eb35ea42ad57d323116d3075ffb663eb,4b80ae173192f0cdd9830c2adcdc7d84dde9ab6e648178a94c94bfb97c7ad2ab,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1395.jpg,data/processed/train/smoke/smoke_train_1395.jpg,train,smoke,2,620,413,RGB,JPEG,44553,65c4466ed81eb93f2bd6312577f235866a4a955d6da06f06f8413237c341de74,ceb30515438b0d927ea158b4186f0fd274d3ac47641190efffb430ecf4db01aa,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1396.jpg,data/processed/train/smoke/smoke_train_1396.jpg,train,smoke,2,1000,668,RGB,JPEG,47366,fda03aa5b7f332c762a33ae33aa9376c87d1c2557d232df08f48dc5db0c9735c,52032ca6c61048bf55ac831ac8ccd38c8547ef01f155dc54f1354211e19cc209,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1397.jpg,data/processed/train/smoke/smoke_train_1397.jpg,train,smoke,2,800,532,RGB,JPEG,91019,94262b06f799590b3c1d74d8bd1348af2ffbb8327e0ba4ae522a14991fe253e1,4d992c0599dc5fc4e2302b3ccadf0f57e578aa9f9b6c40cc0474d360e3032d90,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1398.jpg,data/processed/train/smoke/smoke_train_1398.jpg,train,smoke,2,281,180,RGB,JPEG,6447,68f30354f6a3c630f7b0de221179cd3b538fb2d8239302a550a419f37c664e48,647111a498ab1836054d839a666fca334e8179552e6ff14a35088f9de70c5bee,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1399.jpg,data/processed/train/smoke/smoke_train_1399.jpg,train,smoke,2,2880,1620,RGB,JPEG,209164,14a9f7d94c5e4f7c81fd1b69bfe1b137aadd0c1fc4825f19a8451d27850a8244,63342da6c3e1d1d3060b071c82908b638388430a59c7c77d71fe305b2d6ee481,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1400.jpg,data/processed/train/smoke/smoke_train_1400.jpg,train,smoke,2,259,194,RGB,JPEG,8901,531e3b96529b4c9f7f1580d232eca432a6cef19333a95c3c67931a70e1df84ab,daffae51b56fc781a443cba3a255bd0f9fd135ca3f59f0f233c5bdbee282b679,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1401.jpg,data/processed/train/smoke/smoke_train_1401.jpg,train,smoke,2,315,160,RGB,JPEG,7921,69d683ccc70f373509224fe78cf93cb31e356b4179bce955fc3d9a1b7936b68a,99a6585e47282b9d4a95399ed3db39a27befa984abebced90ee5d40c6a77be86,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1402.jpg,data/processed/train/smoke/smoke_train_1402.jpg,train,smoke,2,285,177,RGB,JPEG,7909,63cdb1834b7b7d7d1d2794aca4889af73ca15af1f6ac3643629df427d7882964,bca076f6121a9d1838495324accd4127c6672df15d972e194b7a2297f3a2c4c4,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1403.jpg,data/processed/train/smoke/smoke_train_1403.jpg,train,smoke,2,275,183,RGB,JPEG,6469,e5d09ae3c63ea92780259b9d6c9ed057233149b2cc2eac3e1f1ec131c10faf9e,0fc51d536b690a86b7826ae05aa379ae39e7096732c1fd9e8c544ee979d4c38d,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1404.jpg,data/processed/train/smoke/smoke_train_1404.jpg,train,smoke,2,272,185,RGB,JPEG,6579,042e99c0f44213ec169a9c8703513d373cf4d61ebf64aca54740c7f5fc1e44f6,44b553dda7ad39b56c3de01c96c07847557b26a1cf7cd63b1b9331a173fbb35e,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1405.jpg,data/processed/train/smoke/smoke_train_1405.jpg,train,smoke,2,265,190,RGB,JPEG,7201,9b596aa1962567ab1ae91eee4458bd449ad78ae70d376aea2983fa21a523631d,a5d7b312564dd42915e16a00fed6ae75cbce1e691e228751d94cc0bffef21c61,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1406.jpg,data/processed/train/smoke/smoke_train_1406.jpg,train,smoke,2,265,190,RGB,JPEG,7375,af3844b5f719448329dc0bf42454ea1da04479bf1202d1d551f5e73836d8d17b,11e79a0cdf7ee45d3b639bd06ca05bac881dfaeb81e58ce7ef42f86fafeaedb3,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1407.jpg,data/processed/train/smoke/smoke_train_1407.jpg,train,smoke,2,860,747,RGB,JPEG,67599,5badebeab87763466b039170a5c0190d2ee5eeb0c34e87b66f644c69fe0fcb40,705354804f8cda950774ce2304c8a6962906631f22d6ca1f2b860ca3789c97a5,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1408.jpg,data/processed/train/smoke/smoke_train_1408.jpg,train,smoke,2,1600,1200,RGB,JPEG,259201,9b36cd7c56654674e11a63e7c0f047bf1cffebb66bc7da27d85f0e1803f0445b,fd4716053a0d6977dd3de540f8f1cbef91c17ab80225b083c885e99e63472df4,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1409.jpg,data/processed/train/smoke/smoke_train_1409.jpg,train,smoke,2,1600,1200,RGB,JPEG,362925,7bd306b2345ebce46a1eab58ed4951bb925b8a81c5c670cbc3985d74a9af3109,6bafbf2d0084ce5b2476ad61ab96b7d99dec52a256bacd544e16b31553e3d125,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1410.jpg,data/processed/train/smoke/smoke_train_1410.jpg,train,smoke,2,285,177,RGB,JPEG,5799,55e52270e9415c69054de0844090c7b01536ab38870e5bb40429bad875cb60a1,c438a63ab9ffd8b69b1752e4537201dc45acbf2b917897bf3b7fb4c9ceedee52,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1411.jpg,data/processed/train/smoke/smoke_train_1411.jpg,train,smoke,2,275,183,RGB,JPEG,6851,60e693e39b462e016d180ac548790e208b4d1c23c33962e73ccca67c0d5d690e,1dfed37a8041c37f41a76ce1226462f7f01a9ec1db0383253b6df40e24bd2564,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1412.jpg,data/processed/train/smoke/smoke_train_1412.jpg,train,smoke,2,249,202,RGB,JPEG,5351,009ca6820758f3b4ced5eb0f35f349c7ee00923ce2ccd17b14f835a375c0e7c9,57b3b3e3051d0a590f463588dfffac4dda5338ff395d97d902c070807e19b2ab,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1413.jpg,data/processed/train/smoke/smoke_train_1413.jpg,train,smoke,2,700,447,RGB,JPEG,20323,d7fcb15c1df094fe1c88616649eb5aae1b7387deb9c05218147dafdf08ec5726,6da69c84ddcc7675d31a7a3f46b760c6f8a15bb888c9076d160c920d2be2fc49,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1414.jpg,data/processed/train/smoke/smoke_train_1414.jpg,train,smoke,2,298,169,RGB,JPEG,9086,e48834f18bf7b607c7e74f6333c8acc6e0ff74d1b0f1ff081596db4b42c0d81d,d1fc3c2afdab00478f91d4f2cb5c36d63be1ac2cbddb694fab968605b44b36b7,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1415.jpg,data/processed/train/smoke/smoke_train_1415.jpg,train,smoke,2,299,168,RGB,JPEG,4521,a9ef3f51baec5cf1defb9026dd65ca2dba46b5ec3122698ef9afc046527662e4,87033a17d71d267e34428e713643f3c040536afe1e48b9cb6cd10f638a77829b,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1416.jpg,data/processed/train/smoke/smoke_train_1416.jpg,train,smoke,2,272,185,RGB,JPEG,7632,c87ab16edd10ef4490063d405ef553dacf49e3dc3b2fb2116cbfe856bc9d9021,ca28134faa8f732b0fb4a4004b2495827eb69bed1b9f6b790da23586f1d8d7b4,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1417.jpg,data/processed/train/smoke/smoke_train_1417.jpg,train,smoke,2,250,169,RGB,JPEG,5774,adeb75e5889a36a063b60459f4b6aaf98ae1e3f968904cb8fd8926e588c53e41,b84f40295072a801a7246eea7b523e9cace1230f06d08ded9bb7a9bc07a00397,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1418.jpg,data/processed/train/smoke/smoke_train_1418.jpg,train,smoke,2,225,225,RGB,JPEG,6444,c83487b0e3b20d69671b63098824578ae990f1b88ed9352892c45d99df6bf9bd,0a86da0a2c741cbf66eaa5fa67dd9a86c5588367607f6f8a4fdbdfaf1e0f0cae,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1419.jpg,data/processed/train/smoke/smoke_train_1419.jpg,train,smoke,2,300,168,RGB,JPEG,7286,6b0c18c1626e6b898a30061b035e351fc9ae33c43e65b09962a0530e03da071c,5a06a6d2ece95a0f88efb2bc55395842208a6569c891feacb44437cd88c854ec,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1420.jpg,data/processed/train/smoke/smoke_train_1420.jpg,train,smoke,2,300,168,RGB,JPEG,9441,9f7b058e6ed6437203bef08714700d0b1826b4eb83704d2ad2c2a36672317e31,c1e6c7cd97e9b0f56fe772a63b3de10e44fa21c4fc549acb4758a184ce42fcfa,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1421.jpg,data/processed/train/smoke/smoke_train_1421.jpg,train,smoke,2,259,194,RGB,JPEG,6058,a626d0a82ca92fbcf8af465d91be5c092ec0acda6a9d67c7394ea76b4e05ac75,ade44da7bac02b7221b87ad90ed384a153ed54a83be734978415ba92d7b6c5e9,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1422.jpg,data/processed/train/smoke/smoke_train_1422.jpg,train,smoke,2,276,183,RGB,JPEG,6773,ce980328d607f45d876e3116ca9bcaf869c384a27b3222b7eb5cd156db353411,5a520edf7d0adb249e19299a359a58b8f259ab2258caa39fdf3c2e6ad5dc0ed5,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1423.jpg,data/processed/train/smoke/smoke_train_1423.jpg,train,smoke,2,268,188,RGB,JPEG,9327,8c0ec5acc6f84ca3d5cdd0c8038f6a95390e47e98eb25284d13107eaf35b148a,fd11159dc70b20a0c9b1c9afd275b171dcdc3c37a84350b0b65ab854a275986d,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1424.jpg,data/processed/train/smoke/smoke_train_1424.jpg,train,smoke,2,265,190,RGB,JPEG,10559,d790491b4faa1c81bd15ea7e8ea3914ff7fbf028e4bd5a1cd6937da3a75ef3aa,9cf35e72cec8bbc878a9e88583057ba3dc677e1a8c6c6459ec50a15f865602d1,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1425.jpg,data/processed/train/smoke/smoke_train_1425.jpg,train,smoke,2,315,160,RGB,JPEG,9364,4df5c39942b1bb1e1b1cc40158682e6b5d88e8ef56c06adfda425b5965fdc55e,608b252993cf19becbd6d2a256864f135eb8257a6920aff6398279fda5d6b387,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1426.jpg,data/processed/train/smoke/smoke_train_1426.jpg,train,smoke,2,187,269,RGB,JPEG,4796,e0c4eff4c80f90fc1fdc25d3b1088513406d254c4630492721b6cfb0b2f99f6c,1ce1fdc21f21396b4af8b66807bca4ea3460287e39c24956569ab22e4eba36bf,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1427.jpg,data/processed/train/smoke/smoke_train_1427.jpg,train,smoke,2,400,235,RGB,JPEG,11789,c9809d41777f738bf70f749475dc8fc50cc74ee54c3e6e59bce2fe268177454a,ca8d30b9ee8f0d5e6f5cbbae94e510e13cd1fd992e73a878a719c578be1b0c13,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1428.jpg,data/processed/train/smoke/smoke_train_1428.jpg,train,smoke,2,299,168,RGB,JPEG,6333,9930b58f8488d740395f558b9e6e5a04f83e938bfd100223ce24022cd5a09d9a,d8661a84102d1746fe6605ec3776dffaf57e0500576a849560e89c57e2a8261a,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1429.jpg,data/processed/train/smoke/smoke_train_1429.jpg,train,smoke,2,300,168,RGB,JPEG,9402,6089ebaaab826e0ed86ba3e4ef539da5685377622923495b32a3aaaa7e711f0d,4a246016352ca6710c44baff5ad837b570b8fd35f51fa31059874c6fd51ebd7e,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1430.jpg,data/processed/train/smoke/smoke_train_1430.jpg,train,smoke,2,273,184,RGB,JPEG,5856,ee111848420d9fa94bec2231c6b8d776afcbfdff98d6d761afda4ea9b10a1907,2fae795deec60fc7c5ab70b50348f30f2e972949e8adaf48f68e15979c1a9f2b,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1431.jpg,data/processed/train/smoke/smoke_train_1431.jpg,train,smoke,2,187,269,RGB,JPEG,4663,329a0231e2f671812b53a4c8ea61a2203b6657f7e653fb65ed5636943a4a53d8,db32709ec8849e48a8dd53e1c3f40d531365808e8632046b2f169723222b24b9,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1432.jpg,data/processed/train/smoke/smoke_train_1432.jpg,train,smoke,2,315,160,RGB,JPEG,7200,4e6ab054942832d714df758a7034efe7e99536fbe1fc48d943554194cfa30543,64c008a521fe544375bb220cc7bd691286042a4e613b9afe8e0fd8f031ad57b1,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1433.jpg,data/processed/train/smoke/smoke_train_1433.jpg,train,smoke,2,400,235,RGB,JPEG,12702,f36093a880189837657be5084bcf6824e9dcd4a7aded735dfe505f23952c4adb,1408f40457ec42ad261a3495e1c139389f619d9ebb48ba97dc9e19dd8bcb988a,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1434.jpg,data/processed/train/smoke/smoke_train_1434.jpg,train,smoke,2,275,183,RGB,JPEG,7112,da355cb9442738080f6dc8daac45205c1a16ee1019e4bb7aa0e8cf1520864975,c35c57d431010cae99f97be94645826094fda61eb523dde5349e239360b2e7de,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1435.jpg,data/processed/train/smoke/smoke_train_1435.jpg,train,smoke,2,259,194,RGB,JPEG,7800,b9031482efc0f0a33837fe58f6ea2c831fe1ec4e404c957bfc747279a5772d87,fdf18fe0ccf7800e7b765a5869781f083ec003e4cb167ebb525bd3dc56c1464f,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1436.jpg,data/processed/train/smoke/smoke_train_1436.jpg,train,smoke,2,275,183,RGB,JPEG,9547,2372f1f55336d24e081f52c55c7098966cb76e6547116034d042f95a317bcd01,7f98a8cecf2961bf3112db4de7d802be6747678180464be716d80518331fccf9,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1437.jpg,data/processed/train/smoke/smoke_train_1437.jpg,train,smoke,2,310,163,RGB,JPEG,9052,d5f8efb610f5085a7abf09a8422fe0fd04d594fa0edcff13a1ae61fd7429bd75,8039f1731e19e4a550ab3a1de2a31273d7d4fbf568a83c1b4e27e3b18b4a660a,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1438.jpg,data/processed/train/smoke/smoke_train_1438.jpg,train,smoke,2,265,190,RGB,JPEG,9703,fba2c5d186b14c2fce58898f821afc047d7cb4ede5c30e5abe9d6c56ab179b67,33b2eedef7ce5dc16c35b07af0a2b18f63c06092e244ea0ddacc5f6985030cd6,ok,raw_size_not_target
../dataset/Forect Fire/Forest Fire_Dataset/train/smoke/smoke_train_1439.jpg,data/processed/train/smoke/smoke_train_1439.jpg,train,smoke,2,3840,2400,RGB,JPEG,990545,36eaa803bd8140aba855c76eaa556c1d46a25253f909738383219ae258dd434e,c2a1bfe40e32a74f01a3361ded528f88a92481d69ba4b0bf8d6d08dfc649b102,ok,raw_size_not_target
